province,district,municipality,type,website,email,phone
मधेश प्रदेश,रौतहट,चन्द्रपुर नगरपालिका,Municipality,http://chandrapurmun.gov.np,info@chandrapurmun.gov.np,055-540200
मधेश प्रदेश,बारा,सिम्रौनगढ नगरपालिका,Municipality,http://simraungadhmun.gov.np,simraungadhmun@gmail.com,053-411072
मधेश प्रदेश,बारा,महागढीमाई नगरपालिका,Municipality,http://mahagadhimaimun.gov.np,info@mahagadhimaimun.gov.np,053-(419800-419806)
मधेश प्रदेश,बारा,निजगढ नगरपालिका,Municipality,http://nijgadhmun.gov.np,nijgadhmun@gmail.com,053-540200
मधेश प्रदेश,बारा,कोल्हवी नगरपालिका,Municipality,http://kolhabimun.gov.np,info@kolhabimun.gov.np,"053-410115,"
मधेश प्रदेश,बारा,पचरौता नगरपालिका,Municipality,http://pachrautamun.gov.np,pachrautamun@gmail.com,9855048464
मधेश प्रदेश,पर्सा,पोखरिया नगरपालिका,Municipality,http://pokhariyamun.gov.np,ito.pokhariyamun@gmail.com,9855085111
मधेश प्रदेश,पर्सा,पर्सागढी नगरपालिका,Municipality,http://parsagadhimun.gov.np,info@parsagadhimun.gov.np,"9855011112,9855038425"
मधेश प्रदेश,पर्सा,बहुदरमाई नगरपालिका,Municipality,http://bahudarmaimun.gov.np,bahudarmaimun@gmail.com,9855011114
मधेश प्रदेश,सप्तरी,अग्नीसाइर कृष्णासवरन गाउँपालिका,Rural Municipality,http://agnisairkrishnasawaranmun.gov.np,asks.gapa@gmail.com,9804760844
मधेश प्रदेश,सप्तरी,छिन्नमस्ता गाउँपालिका,Rural Municipality,http://chhinnamastamun.gov.np,chhinnamasta.rmo.saptari@gmail.com,9852821567
मधेश प्रदेश,सप्तरी,तिरहुत गाउँपालिका,Rural Municipality,http://tirahutmun.gov.np,info@tirahutmun.gov.np,9852860107
मधेश प्रदेश,सप्तरी,तिलाठीकोईलाडी गाउँपालिका,Rural Municipality,http://tilathikoiladimun.gov.np,info@tilathikoiladimun.gov.np,9852822225
मधेश प्रदेश,सप्तरी,बिष्णुपुर गाउँपालिका,Rural Municipality,http://bishnupurmunsaptari.gov.np,bishnupursaptari@gmail.com,9852822500
मधेश प्रदेश,सप्तरी,राजगढ गाउँपालिका,Rural Municipality,http://rajgadhmun.gov.np,info@rajgadhmun.gov.np,9801501142
मधेश प्रदेश,सप्तरी,महादेवा गाउँपालिका,Rural Municipality,http://mahadevamun.gov.np,mahadevarmun@gmail.com,9815729565
मधेश प्रदेश,सप्तरी,रुपनी गाउँपालिका,Rural Municipality,http://rupanimun.gov.np,info@rupanimun.gov.np,031-450035
मधेश प्रदेश,सप्तरी,बलान-विहुल गाउँपालिका,Rural Municipality,http://balanbihulmun.gov.np,info@balanbihulmun.gov.np,9852660606
मधेश प्रदेश,सिराहा,नरहा गाउँपालिका,Rural Municipality,http://narahamun.gov.np,ito.narahamun@gmail.com,9852825205
मधेश प्रदेश,सिराहा,नवराजपुर गाउँपालिका,Rural Municipality,http://nawarajpurmun.gov.np,gapanavrajpursiraha@gmail.com,9824704793
मधेश प्रदेश,सिराहा,बरियारपट्टी गाउँपालिका,Rural Municipality,http://bariyapattimun.gov.np,ito.bariyarpattimun@gmail.com,9816723879
मधेश प्रदेश,सिराहा,भगवानपुर गाउँपालिका,Rural Municipality,http://bhagwanpurmun.gov.np,bhagwanpurgaupalika@gmail.com,9852858001
मधेश प्रदेश,सिराहा,लक्ष्मीपुर पतारी गाउँपालिका,Rural Municipality,http://laxmipurpatarimun.gov.np,laxmipurpatari@gmail.com,9852833615
मधेश प्रदेश,सिराहा,विष्णुपुर गाउँपालिका,Rural Municipality,http://bishnupurmunsiraha.gov.np,info@bishnupurmunsiraha.gov.np,9852850052
मधेश प्रदेश,धनुषा,औरही गाउँपालिका,Rural Municipality,http://aurahimundhanusha.gov.np,aurahimun@gmail.com,9854027904
मधेश प्रदेश,धनुषा,जनकनन्दिनी गाउँपालिका,Rural Municipality,http://janaknandinimun.gov.np,info@janaknandinimun.gov.np,9854029259
मधेश प्रदेश,धनुषा,बटेश्वर गाउँपालिका,Rural Municipality,http://bateshwormun.gov.np,bateshwormun@gmail.com,9851150811
मधेश प्रदेश,धनुषा,मुखियापट्टि मुसहरमिया गाउँपालिका,Rural Municipality,http://mukhiyapattimusaharmiyamun.gov.np,mmrmmun@gmail.com,9854029842
मधेश प्रदेश,धनुषा,लक्ष्मीनिया गाउँपालिका,Rural Municipality,http://laxminiyamun.gov.np,laxminiyamun@gmail.com,9854029420
मधेश प्रदेश,धनुषा,धनौजी गाउँपालिका,Rural Municipality,http://dhanaujimun.gov.np,info@dhanaujimun.gov.np,9844026362
मधेश प्रदेश,महोत्तरी,एकडारा गाउँपालिका,Rural Municipality,http://ekdaramun.gov.np,info@ekdaramun.gov.np,9818709767
मधेश प्रदेश,महोत्तरी,पिपरा गाउँपालिका,Rural Municipality,http://pipramun.gov.np,info@pipramun.gov.np,044-548047
मधेश प्रदेश,महोत्तरी,महोत्तरी गाउँपालिका,Rural Municipality,http://mahottarimun.gov.np,mahottarimun@gmail.com,9854032300
मधेश प्रदेश,महोत्तरी,साम्सी गाउँपालिका,Rural Municipality,http://samsimun.gov.np,info@samsimun.gov.np,9854032013
मधेश प्रदेश,महोत्तरी,सोनमा गाउँपालिका,Rural Municipality,http://sonmamun.gov.np,sonamarm2073@gmail.com,9819681465
मधेश प्रदेश,सर्लाही,चक्रघट्टा गाउँपालिका,Rural Municipality,http://chakraghattamun.gov.np,info@chakraghattamun.gov.np,9851034392
मधेश प्रदेश,सर्लाही,बसबरीया गाउँपालिका,Rural Municipality,http://basbariyamun.gov.np,basbariyamun@gmail.com,9854038064
मधेश प्रदेश,सर्लाही,कौडेना गाउँपालिका,Rural Municipality,http://kaudenamun.gov.np,ito.kaudenamun@gmail.com,9801130333
मधेश प्रदेश,सर्लाही,पर्सा गाउँपालिका,Rural Municipality,http://parsamun.gov.np,info@parsamun.gov.np,9854074000
मधेश प्रदेश,सर्लाही,विष्णु गाउँपालिका,Rural Municipality,http://bishnumun.gov.np,info@bishnumun.gov.np,9854039542
मधेश प्रदेश,सर्लाही,रामनगर गाउँपालिका,Rural Municipality,http://ramnagarmun.gov.np,ramnagar.gaupalika@gmail.com,9842738749
मधेश प्रदेश,सर्लाही,ब्रह्मपुरी गाउँपालिका,Rural Municipality,http://brahmapurimun.gov.np,brahmpurigp.sarlahi@gmail.com,9854044037
मधेश प्रदेश,सर्लाही,धनकौल गाउँपालिका,Rural Municipality,http://dhankaulmun.gov.np,info@dhankaulmun.gov.np,9854040616
मधेश प्रदेश,सर्लाही,चन्द्रनगर गाउँपालिका,Rural Municipality,http://chandranagarmun.gov.np,chandranagar111@gmail.com,9802045020
मधेश प्रदेश,रौतहट,दुर्गाभगवती गाउँपालिका,Rural Municipality,http://durgabhagawatimun.gov.np,ito.durgabhagawatimun@gmail.com,055-400041
मधेश प्रदेश,रौतहट,यमुनामाई गाउँपालिका,Rural Municipality,http://yamunamaimun.gov.np,yamunamai5@gmail.com,9855044613
मधेश प्रदेश,बारा,आदर्श कोतवाल गाउँपालिका,Rural Municipality,http://aadarshakotwalmun.gov.np,info@aadarshakotwalmun.gov.np,9855049296
मधेश प्रदेश,बारा,करैयामाई गाउँपालिका,Rural Municipality,http://karaiyamaimun.gov.np,info@karaiyamaimun.gov.np,9855048988
मधेश प्रदेश,बारा,देवताल गाउँपालिका,Rural Municipality,http://devtalmun.gov.np,info@devtalmun.gov.np,9855048006
मधेश प्रदेश,बारा,परवानीपुर गाउँपालिका,Rural Municipality,http://parwanipurmun.gov.np,parwanipurgaupalika@gmail.com,"9855048565,"
मधेश प्रदेश,बारा,प्रसौनी गाउँपालिका,Rural Municipality,http://prasaunimun.gov.np,prasaunigaupalika1@gmail.com,9855048303
मधेश प्रदेश,पर्सा,जिराभवानी गाउँपालिका,Rural Municipality,http://jirabhawanimun.gov.np,ito.jirabhawanimun@gmail.com,9855015100
मधेश प्रदेश,पर्सा,कालिकामाई गाउँपालिका,Rural Municipality,http://kalikamaimun.gov.np,kalikamaimun@gmail.com,9855011118
मधेश प्रदेश,पर्सा,ठोरी गाउँपालिका,Rural Municipality,http://thorimun.gov.np,ito.thorirmun@gmail.com,9855038037
मधेश प्रदेश,पर्सा,सखुवा प्रसौनी गाउँपालिका,Rural Municipality,http://sakhuwaprasaunimun.gov.np,info@sakhuwaprasaunimun.gov.np,9851155165
मधेश प्रदेश,पर्सा,बिन्दबासिनी गाउँपालिका,Rural Municipality,http://bindabasinimun.gov.np,ito.bindabasinimun@gmail.com,9855085527
मधेश प्रदेश,पर्सा,पटेर्वा सुगौली गाउँपालिका,Rural Municipality,http://paterwasugaulimun.gov.np,info@paterwasugaulimun.gov.np,9855088938
मधेश प्रदेश,पर्सा,पकाहा मैनपुर गाउँपालिका,Rural Municipality,http://pakahamainpurmun.gov.np,pakahamainpurmun@gmail.com,"9855016345,"
मधेश प्रदेश,पर्सा,धोबीनी गाउँपालिका,Rural Municipality,http://dhobinimun.gov.np,dhobinimun@gmail.com,9855077705
मधेश प्रदेश,पर्सा,जगरनाथपुर गाउँपालिका,Rural Municipality,http://jagarnathpurmun.gov.np,jagarnathpurrm@gmail.com,9855025329
मधेश प्रदेश,पर्सा,छिपहरमाई गाउँपालिका,Rural Municipality,http://chhipaharmaimun.gov.np,info@chhipaharmaimun.gov.np,9855036084
बागमती प्रदेश,सिन्धुली,कमलामाई नगरपालिका,Municipality,http://kamalamaimun.gov.np,kamalamaimun.sindhuli@gmail.com,047-520245
बागमती प्रदेश,सिन्धुली,दुधौली नगरपालिका,Municipality,http://dudhaulimun.gov.np,info@dudhaulimun.gov.np,047-412045
बागमती प्रदेश,रामेछाप,मन्थली नगरपालिका,Municipality,http://manthalimun.gov.np,info@manthalimun.gov.np,48-540112
बागमती प्रदेश,रामेछाप,रामेछाप नगरपालिका,Municipality,http://ramechhapmun.gov.np,ramechhapmun@gmail.com,048-400012
बागमती प्रदेश,दोलखा,जिरी नगरपालिका,Municipality,http://jirimun.gov.np,jirimunicipalityjiri@gmail.com,049-414002
बागमती प्रदेश,दोलखा,भिमेश्वर नगरपालिका,Municipality,http://bhimeshwormun.gov.np,ict.bhimeshwor@gmail.com,049-421381
बागमती प्रदेश,सिन्धुपाल्चोक,चौतारा सागाचोकगढी नगरपालिका,Municipality,http://chautarasangachowkgadhimun.gov.np,info@chautaramun.gov.np,"011-620477,"
बागमती प्रदेश,सिन्धुपाल्चोक,मेलम्ची नगरपालिका,Municipality,http://melamchimun.gov.np,info@melamchimun.gov.np,011-401089
बागमती प्रदेश,सिन्धुपाल्चोक,वाह्रविसे नगरपालिका,Municipality,http://bahrabisemun.gov.np,barhabisemun@gmail.com,011-489003
बागमती प्रदेश,धादिङ,धुनीबेंसी नगरपालिका,Municipality,http://dhunibeshimun.gov.np,dhunibeshimun@gmail.com,"010401197,"
बागमती प्रदेश,धादिङ,नीलकण्ठ नगरपालिका,Municipality,http://neelakanthamun.gov.np,info@neelakanthamun.gov.np,010-520568
बागमती प्रदेश,नुवाकोट,विदुर नगरपालिका,Municipality,http://bidurmun.gov.np,info@bidurmun.gov.np,010560469
बागमती प्रदेश,नुवाकोट,बेलकोटगढी नगरपालिका,Municipality,http://belkotgadhimun.gov.np,belkotgadhinagarpalika@gmail.com,9851253022
बागमती प्रदेश,काठमाण्डौं,दक्षिणकाली नगरपालिका,Municipality,http://dakshinkalimun.gov.np,info@dakshinkalimun.gov.np,01-4710028
बागमती प्रदेश,काठमाण्डौं,तारकेश्वर नगरपालिका,Municipality,http://tarakeshwormun.gov.np,tarakeshwormun2071@gmail.com,01-5168111
बागमती प्रदेश,काठमाण्डौं,गोकर्णेश्वर नगरपालिका,Municipality,http://gokarneshwormun.gov.np,gokarneshwormun@gmail.com,01-4914114
बागमती प्रदेश,काठमाण्डौं,नागार्जुन नगरपालिका,Municipality,http://nagarjunmun.gov.np,nagarjun.napa@gmail.com,01-4671716
बागमती प्रदेश,काठमाण्डौं,टोखा नगरपालिका,Municipality,http://tokhamun.gov.np,info@tokhamun.gov.np,01-4385013
बागमती प्रदेश,काठमाण्डौं,चन्द्रागिरी नगरपालिका,Municipality,http://chandragirimun.gov.np,info@chandragirimun.gov.np,01-4315766
बागमती प्रदेश,काठमाण्डौं,कीर्तिपुर नगरपालिका,Municipality,http://kirtipurmun.gov.np,ict.munkirtipur@gmail.com,014331693
बागमती प्रदेश,काठमाण्डौं,कागेश्वरी–मनोहरा नगरपालिका,Municipality,http://kageshworimanoharamun.gov.np,info@kageshworimanoharamun.gov.np,01-4451242
बागमती प्रदेश,ललितपुर,गोदावरी नगरपालिका,Municipality,http://godawarimunlalitpur.gov.np,godawari.nagarpalika@gmail.com,015572592
बागमती प्रदेश,ललितपुर,महालक्ष्मी नगरपालिका,Municipality,http://mahalaxmimun.gov.np,info@mahalaxmimun.gov.np,"015203592,"
बागमती प्रदेश,भक्तपुर,चाँगुनारायण नगरपालिका,Municipality,http://changunarayanmun.gov.np,info@changunarayanmun.gov.np,01-6614809
बागमती प्रदेश,भक्तपुर,भक्तपुर नगरपालिका,Municipality,http://bhaktapurmun.gov.np,info@bhaktapurmun.gov.np,01-6610096
बागमती प्रदेश,भक्तपुर,मध्यपुर थिमी नगरपालिका,Municipality,http://madhyapurthimimun.gov.np,info@madhyapurthimimun.gov.np,01-6630046
बागमती प्रदेश,भक्तपुर,सूर्यविनायक नगरपालिका,Municipality,http://suryabinayakmun.gov.np,official@suryabinayakmun.gov.np,01-6619625
बागमती प्रदेश,काभ्रेपलाञ्चोक,मण्डनदेउपुर नगरपालिका,Municipality,http://mandandeupurmun.gov.np,mandandeupurmu@gmail.com,011-412114
बागमती प्रदेश,काभ्रेपलाञ्चोक,बनेपा नगरपालिका,Municipality,http://banepamun.gov.np,banepamun@gmail.com,011-662081
बागमती प्रदेश,काभ्रेपलाञ्चोक,पांचखाल नगरपालिका,Municipality,http://panchkhalmun.gov.np,panchkhal.municipality@gmail.com,011-499451
बागमती प्रदेश,काभ्रेपलाञ्चोक,पनौती नगरपालिका,Municipality,http://panautimun.gov.np,info@panautimun.gov.np,011440136
बागमती प्रदेश,काभ्रेपलाञ्चोक,नमोबुद्ध नगरपालिका,Municipality,http://namobuddhamun.gov.np,info@namobuddhamun.gov.np,011-404031
बागमती प्रदेश,मकवानपुर,थाहा नगरपालिका,Municipality,http://thahamun.gov.np,info@thahamun.gov.np,057-400066
बागमती प्रदेश,चितवन,कालिका नगरपालिका,Municipality,http://kalikamunchitwan.gov.np,kalikanagarpalika@gmail.com,056413127
बागमती प्रदेश,चितवन,खैरहनी नगरपालिका,Municipality,http://khairahanimun.gov.np,info@khairahanimun.gov.np,056-582006
बागमती प्रदेश,चितवन,माडी नगरपालिका,Municipality,http://madimunchitwan.gov.np,dms.maddimun@gmail.com,056-501041
बागमती प्रदेश,चितवन,रत्ननगर नगरपालिका,Municipality,http://ratnanagarmun.gov.np,info@ratnanagarmun.gov.np,056-560529
बागमती प्रदेश,चितवन,राप्ती नगरपालिका,Municipality,http://raptimun.gov.np,contact@raptimun.gov.np,056-550015
बागमती प्रदेश,सिन्धुली,गोलन्जोर गाउँपालिका,Rural Municipality,http://golanjormun.gov.np,info@golanjormun.gov.np,047-692025
बागमती प्रदेश,सिन्धुली,घ्याङलेख गाउँपालिका,Rural Municipality,http://ghyanglekhmun.gov.np,info@ghyanglekhmun.gov.np,9854041892
बागमती प्रदेश,सिन्धुली,तीनपाटन गाउँपालिका,Rural Municipality,http://tinpatanmun.gov.np,info@tinpatanmun.gov.np,9854042220
बागमती प्रदेश,सिन्धुली,फिक्कल गाउँपालिका,Rural Municipality,http://phikkalmun.gov.np,phikkalruralmun@gmail.com,047692026
बागमती प्रदेश,सिन्धुली,मरिण गाउँपालिका,Rural Municipality,http://marinmun.gov.np,info@marinmun.gov.np,9854044130
बागमती प्रदेश,सिन्धुली,सुनकोशी गाउँपालिका,Rural Municipality,http://sunkoshimunsindhuli.gov.np,info@sunkoshimunsindhuli.gov.np,01-6924118
बागमती प्रदेश,सिन्धुली,हरिहरपुरगढी गाउँपालिका,Rural Municipality,http://hariharpurgadhimun.gov.np,hariharpurgadhi@gmail.com,047-692040
बागमती प्रदेश,रामेछाप,उमाकुण्ड गाउँपालिका,Rural Municipality,http://umakundamun.gov.np,info@umakundamun.gov.np,046-691927
बागमती प्रदेश,रामेछाप,खाँडादेवी गाउँपालिका,Rural Municipality,http://khandadevimun.gov.np,khandadevimun@gmail.com,"9854026600,"
बागमती प्रदेश,रामेछाप,गोकुलगङ्गा गाउँपालिका,Rural Municipality,http://gokulgangamun.gov.np,info@gokulgangamun.gov.np,9854043640
बागमती प्रदेश,रामेछाप,दोरम्बा शैलुङ गाउँपालिका,Rural Municipality,http://dorambamun.gov.np,info@dorambamun.gov.np,9854043969
बागमती प्रदेश,रामेछाप,लिखु तामाकोशी गाउँपालिका,Rural Municipality,http://likhumunramechhap.gov.np,ito.likhuramechhapmun@gmail.com,9851236142
बागमती प्रदेश,रामेछाप,सुनापति गाउँपालिका,Rural Municipality,http://sunapatimun.gov.np,ito.sunapatimun@gmail.com,9854043840
बागमती प्रदेश,दोलखा,शैलुङ्ग गाउँपालिका,Rural Municipality,http://shailungmun.gov.np,info@shailungmun.gov.np,049-419507
बागमती प्रदेश,दोलखा,विगु गाउँपालिका,Rural Municipality,http://bigumun.gov.np,info@bigumun.gov.np,049-410109
बागमती प्रदेश,दोलखा,मेलुङ्ग गाउँपालिका,Rural Municipality,http://melungmun.gov.np,info@melungmun.gov.np,9851149201
बागमती प्रदेश,दोलखा,वैतेश्वर गाउँपालिका,Rural Municipality,http://baiteshwormun.gov.np,info@baiteshwormun.gov.np,9851249203
बागमती प्रदेश,दोलखा,गौरीशङ्कर गाउँपालिका,Rural Municipality,http://gaurishankarmun.gov.np,info@gaurishankarmun.gov.np,9854045053
बागमती प्रदेश,दोलखा,कालिन्चोक गाउँपालिका,Rural Municipality,http://kalinchowkmun.gov.np,kalinchokrmdolakha@gmail.com,049691330
बागमती प्रदेश,सिन्धुपाल्चोक,ईन्द्रावती गाउँपालिका,Rural Municipality,http://indrawatimun.gov.np,info@indrawatimun.gov.np,01-6203090
बागमती प्रदेश,सिन्धुपाल्चोक,जुगल गाउँपालिका,Rural Municipality,http://jugalmun.gov.np,jugalgaupalika12@gmail.com,011-691054
बागमती प्रदेश,सिन्धुपाल्चोक,त्रिपुरासुन्दरी गाउँपालिका,Rural Municipality,http://tripurasundarimunsindhupalchowk.gov.np,tripurasundarisipa@gmail.com,01-6201663
बागमती प्रदेश,सिन्धुपाल्चोक,पाँचपोखरी थाङपाल गाउँपालिका,Rural Municipality,http://panchpokharithangpalmun.gov.np,ito.panchpokharithangpalmun@gmail.com,9751099842
बागमती प्रदेश,सिन्धुपाल्चोक,बलेफी गाउँपालिका,Rural Municipality,http://balephimun.gov.np,info@balephimun.gov.np,011400536
बागमती प्रदेश,सिन्धुपाल्चोक,भोटेकोशी गाउँपालिका,Rural Municipality,http://bhotekoshimun.gov.np,info@bhotekoshimun.gov.np,"01-1480015,"
बागमती प्रदेश,सिन्धुपाल्चोक,लिसंखुपाखर गाउँपालिका,Rural Municipality,http://lisankhupakharmun.gov.np,lisankhupakharmun@gmail.com,9702617765
बागमती प्रदेश,सिन्धुपाल्चोक,सुनकोशी गाउँपालिका,Rural Municipality,http://sunkoshimunsindhupalchowk.gov.np,info@sunkoshimunsindhupalchowk.gov.np,011-482208
बागमती प्रदेश,सिन्धुपाल्चोक,हेलम्बु गाउँपालिका,Rural Municipality,http://helambumun.gov.np,info@helambumun.gov.np,9851184111
बागमती प्रदेश,रसुवा,उत्तरगया गाउँपालिका,Rural Municipality,http://uttargayamun.gov.np,info@uttargayamun.gov.np,9851254790
बागमती प्रदेश,रसुवा,कालिका गाउँपालिका,Rural Municipality,http://kalikamunrasuwa.gov.np,info@kalikamunrasuwa.gov.np,010-542096
बागमती प्रदेश,रसुवा,गोसाईंकुण्ड गाउँपालिका,Rural Municipality,http://gosaikundamun.gov.np,gosaikundapalika@gmail.com,010-541088
बागमती प्रदेश,रसुवा,नौकुण्ड गाउँपालिका,Rural Municipality,http://naukundamun.gov.np,info@naukundamun.gov.np,9851430233
बागमती प्रदेश,रसुवा,आमाछोदिङमो गाउँपालिका,Rural Municipality,http://aamachhodingmomun.gov.np,aamachhodingmo@gmail.com,9851235533
बागमती प्रदेश,धादिङ,गङ्गाजमुना गाउँपालिका,Rural Municipality,http://gangajamunamun.gov.np,info@gangajamunamun.gov.np,9851208915
बागमती प्रदेश,धादिङ,सिद्धलेक गाउँपालिका,Rural Municipality,http://siddhalekmun.gov.np,sidhalekhruralmun@gmail.com,9851313553
बागमती प्रदेश,धादिङ,रुवी भ्याली गाउँपालिका,Rural Municipality,http://rubivalleymun.gov.np,rubyvalleymun2017@gmail.com,9851170713
बागमती प्रदेश,धादिङ,बेनीघाट रोराङ्ग गाउँपालिका,Rural Municipality,http://benighatrorangmun.gov.np,info@benighatrorangmun.gov.np,010-416000
बागमती प्रदेश,धादिङ,नेत्रावती डबजोङ गाउँपालिका,Rural Municipality,http://netrawatimun.gov.np,netrawatimun@gmail.com,9851100513
बागमती प्रदेश,धादिङ,थाक्रे गाउँपालिका,Rural Municipality,http://thakremun.gov.np,info@thakremun.gov.np,01-0415098
बागमती प्रदेश,धादिङ,त्रिपुरासुन्दरी गाउँपालिका,Rural Municipality,http://tripurasundarimundhading.gov.np,tripurasundaridhading@gmail.com,9851100510
बागमती प्रदेश,धादिङ,ज्वालामूखी गाउँपालिका,Rural Municipality,http://jwalamukhimun.gov.np,info@jwalamukhimun.gov.np,9851215397
बागमती प्रदेश,धादिङ,गल्छी गाउँपालिका,Rural Municipality,http://galchhimun.gov.np,info@galchhimun.gov.np,"010-403192,"
बागमती प्रदेश,धादिङ,गजुरी गाउँपालिका,Rural Municipality,http://gajurimun.gov.np,info@gajurimun.gov.np,010-402063
बागमती प्रदेश,धादिङ,खनियाबास गाउँपालिका,Rural Municipality,http://khaniyabasmun.gov.np,ito.khaniyabasmun@gmail.com,9851040756
बागमती प्रदेश,नुवाकोट,किस्पाङ गाउँपालिका,Rural Municipality,http://kispangmun.gov.np,info@kispangmun.gov.np,010-681217
बागमती प्रदेश,नुवाकोट,सुर्यगढी गाउँपालिका,Rural Municipality,http://suryagadhimun.gov.np,info@suryagadhimun.gov.np,010-680042
बागमती प्रदेश,नुवाकोट,शिवपुरी गाउँपालिका,Rural Municipality,http://shivapurimun.gov.np,shivapuri.rmun@gmail.com,010620063
बागमती प्रदेश,नुवाकोट,लिखु गाउँपालिका,Rural Municipality,http://likhumunnuwakot.gov.np,likhu.nuwakot@gmail.com,010-630022
बागमती प्रदेश,नुवाकोट,म्यागङ गाउँपालिका,Rural Municipality,http://myagangmun.gov.np,myagangrm@gmail.com,9851219732
बागमती प्रदेश,नुवाकोट,पञ्चकन्या गाउँपालिका,Rural Municipality,http://panchakanyamun.gov.np,info@panchakanyamun.gov.np,000000000
बागमती प्रदेश,नुवाकोट,दुप्चेश्वर गाउँपालिका,Rural Municipality,http://dupcheshwormun.gov.np,dupcherumun2017@gmail.com,9851126899
बागमती प्रदेश,नुवाकोट,तारकेश्वर गाउँपालिका,Rural Municipality,http://tarakeshwormunnuwakot.gov.np,info@tarakeshwormun.gov.np,010-630001
बागमती प्रदेश,नुवाकोट,तादी गाउँपालिका,Rural Municipality,http://tadimun.gov.np,ito.tadimun@gmail.com,010-630006
बागमती प्रदेश,नुवाकोट,ककनी गाउँपालिका,Rural Municipality,http://kakanimun.gov.np,ito.kakanimun@gmail.com,010-411022
बागमती प्रदेश,ललितपुर,कोन्ज्योसोम गाउँपालिका,Rural Municipality,http://konjyosommun.gov.np,konjyosom2075@gmail.com,9858322183
बागमती प्रदेश,ललितपुर,बाग्मती गाउँपालिका,Rural Municipality,http://bagmatimunlalitpur.gov.np,bagmatigaupalika@gmail.com,9851340388
बागमती प्रदेश,ललितपुर,महाङ्काल गाउँपालिका,Rural Municipality,http://mahankalmun.gov.np,mahankalmun2017@gmail.com,9851320045
बागमती प्रदेश,काभ्रेपलाञ्चोक,खानीखोला गाउँपालिका,Rural Municipality,http://khanikholamun.gov.np,info@khanikholamun.gov.np,9851225957
बागमती प्रदेश,काभ्रेपलाञ्चोक,चौंरीदेउराली गाउँपालिका,Rural Municipality,http://chaurideuralimun.gov.np,ito.chaurideuralimun@gmail.com,-
बागमती प्रदेश,काभ्रेपलाञ्चोक,तेमाल गाउँपालिका,Rural Municipality,http://temalmun.gov.np,temalmun2@gmail.com,011691149
बागमती प्रदेश,काभ्रेपलाञ्चोक,बेथानचोक गाउँपालिका,Rural Municipality,http://bethanchowkmun.gov.np,info@bethanchowkmun.gov.np,9851225074
बागमती प्रदेश,काभ्रेपलाञ्चोक,भुम्लु गाउँपालिका,Rural Municipality,http://bhumlumun.gov.np,info@bhumlumun.gov.np,9851084808
बागमती प्रदेश,काभ्रेपलाञ्चोक,महाभारत गाउँपालिका,Rural Municipality,http://mahabharatmun.gov.np,ito.mahabharatmun@gmail.com,9851255781
बागमती प्रदेश,काभ्रेपलाञ्चोक,रोशी गाउँपालिका,Rural Municipality,http://roshimun.gov.np,roshi2073@gmail.com,9851201937
बागमती प्रदेश,मकवानपुर,ईन्द्रसरोवर गाउँपालिका,Rural Municipality,http://indrasarowarmun.gov.np,indrasarowarmun@gmail.com,9847216005
बागमती प्रदेश,मकवानपुर,राक्सिराङ्ग गाउँपालिका,Rural Municipality,http://raksirangmun.gov.np,info@raksirangmun.gov.np,9855077601
बागमती प्रदेश,मकवानपुर,मनहरी गाउँपालिका,Rural Municipality,http://manaharimun.gov.np,manaharimun@gmail.com,057-419303
बागमती प्रदेश,मकवानपुर,मकवानपुरगढी गाउँपालिका,Rural Municipality,http://makawanpurgadhimun.gov.np,info@makawanpurgadhimun.gov.np,9855088966
बागमती प्रदेश,मकवानपुर,भिमफेदी गाउँपालिका,Rural Municipality,http://bhimphedimun.gov.np,ito.bhimphedimun@gmail.com,"057410066,"
बागमती प्रदेश,मकवानपुर,बाग्मती गाउँपालिका,Rural Municipality,http://bagmatimunmakawanpur.gov.np,bagmatimun.makwanpur@gmail.com,057620476
बागमती प्रदेश,मकवानपुर,बकैया गाउँपालिका,Rural Municipality,http://bakaiyamun.gov.np,bakaiyagaunpalika@gmail.com,9855088066
बागमती प्रदेश,मकवानपुर,कैलाश गाउँपालिका,Rural Municipality,http://kailashmun.gov.np,info@kailashmun.gov.np,9855088266
बागमती प्रदेश,चितवन,इच्छाकामना गाउँपालिका,Rural Municipality,http://ichchhakamanamun.gov.np,ichchhakamanaruralmun@gmail.com,056-410111
गण्डकी प्रदेश,स्याङजा,गल्याङ नगरपालिका,Municipality,http://galyangmun.gov.np,info@galyangmun.gov.np,063-460129
गण्डकी प्रदेश,स्याङजा,चापाकोट नगरपालिका,Municipality,http://chapakotmun.gov.np,info@chapakotmun.gov.np,063411080
गण्डकी प्रदेश,स्याङजा,पुतलीबजार नगरपालिका,Municipality,http://putalibazarmun.gov.np,info@putalibazarmun.gov.np,063420409
गण्डकी प्रदेश,स्याङजा,भीरकोट नगरपालिका,Municipality,http://bheerkotmun.gov.np,info@bheerkotmun.gov.np,063-400106
गण्डकी प्रदेश,स्याङजा,वालिङ नगरपालिका,Municipality,http://walingmun.gov.np,info@walingmun.gov.np,063-440177
गण्डकी प्रदेश,तनहुँ,भानु नगरपालिका,Municipality,http://bhanumun.gov.np,bhanumunicipality@gmail.com,9856005111
गण्डकी प्रदेश,तनहुँ,भिमाद नगरपालिका,Municipality,http://bhimadmun.gov.np,info@bhimadmun.gov.np,065-572436
